id,series_key,name_latex,name_unicode
458,cuadernos_de_la_cr_i_tica,Cuadernos de la Cr{\'{\i}}tica,Cuadernos de la Crítica
459,routledge_handbooks_in_philosophy,Routledge Handbooks in Philosophy,Routledge Handbooks in Philosophy
460,routledge_studies_in_seventeenth_century_philosophy,Routledge Studies in Seventeenth Century Philosophy,Routledge Studies in Seventeenth Century Philosophy
461,istituto_italiano_per_gli_studi_filosofici_biblioteca_europea_centro_interdipartimentale_di_studi_su_descartes_e_il_seicento_dell_universit_a_di_lecce,Istituto Italiano per Gli Studi Filosofici.~Biblioteca Europea.~Centro Interdipartimentale di Studi su Descartes e il Seicento dell'Universit{\`a} di Lecce,Istituto Italiano per Gli Studi Filosofici. Biblioteca Europea. Centro Interdipartimentale di Studi su Descartes e il Seicento dell'Università di Lecce
462,logos,Logos,Logos
463,proceedings_of_the_society_for_medieval_logic_and_metaphysics,Proceedings of the Society for Medieval Logic and Metaphysics,Proceedings of the Society for Medieval Logic and Metaphysics
464,approaches_to_global_sustainability_markets_and_governance,"Approaches to Global Sustainability, Markets, and Governance","Approaches to Global Sustainability, Markets, and Governance"
465,histoire_des_math_e_matiques,Histoire des math{\'e}matiques,Histoire des mathématiques
466,dagstuhl_seminar_proceedings,Dagstuhl Seminar Proceedings,Dagstuhl Seminar Proceedings
467,les_voies_du_droit,Les voies du droit,Les voies du droit
468,leonina,Leonina,Leonina
469,th_e_a_tre,Th{\'e}{\^a}tre,Théâtre
470,biblioth_e_que_de_l_histoire_de_la_philosophie_nouvelle_s_e_rie,"Biblioth{\`e}que de l'Histoire de la Philosophie, nouvelle s{\'e}rie","Bibliothèque de l'Histoire de la Philosophie, nouvelle série"
471,cahiers_de_la_revue_de_th_e_ologie_et_de_philosophie,Cahiers de la revue de th{\'e}ologie et de philosophie,Cahiers de la revue de théologie et de philosophie
472,hackett_philosophical_dialogues,Hackett Philosophical Dialogues,Hackett Philosophical Dialogues
473,berner_reihe_philosophischer_studien,Berner Reihe Philosophischer Studien,Berner Reihe Philosophischer Studien
474,vienne_circle_institute_library,Vienne Circle Institute Library,Vienne Circle Institute Library
475,wiley_series_in_telecommunications_and_signal_processing,Wiley Series in Telecommunications and Signal Processing,Wiley Series in Telecommunications and Signal Processing
476,juristische_abhandlungen,Juristische Abhandlungen,Juristische Abhandlungen
477,textes_a_l_appui,Textes {\`a} l'appui,Textes à l'appui
478,elements_in_the_philosophy_of_biology,Elements in the Philosophy of Biology,Elements in the Philosophy of Biology
479,nomad_s_land,Nomad's land,Nomad's land
480,oxford_studies_in_theoretical_linguistics,Oxford Studies in Theoretical Linguistics,Oxford Studies in Theoretical Linguistics
481,collection_science_ouverte,Collection Science Ouverte,Collection Science Ouverte
482,fides_nostra,Fides nostra,Fides nostra
483,synthese_historical_library,Synthese Historical Library,Synthese Historical Library
484,studies_in_brain_and_mind,Studies in Brain and Mind,Studies in Brain and Mind
485,mnemosyne_supplement,"Mnemosyne, Supplement","Mnemosyne, Supplement"
486,sudhoffs_archiv_beihefte,"Sudhoffs Archiv, Beihefte","Sudhoffs Archiv, Beihefte"
487,r_e_miniscences,R{\'e}miniscences,Réminiscences
488,philosophy,Philosophy,Philosophy
489,handbook_of_perception_and_cognition,Handbook of Perception and Cognition,Handbook of Perception and Cognition
490,contributions_to_hermeneutics,Contributions to Hermeneutics,Contributions to Hermeneutics
491,textes_et_traditions,Textes et traditions,Textes et traditions
492,critiques_litt_e_raires,Critiques litt{\'e}raires,Critiques littéraires
493,textes_et_e_tudes_du_moyen_a_ge,Textes et {\'E}tudes du Moyen {\^A}ge,Textes et Études du Moyen Âge
494,esth_e_tique,Esth{\'e}tique,Esthétique
495,50_questions,50 questions,50 questions
496,oxford_philosophical_concepts,Oxford Philosophical Concepts,Oxford Philosophical Concepts
497,cambridge_philosophical_anniversaries,Cambridge Philosophical Anniversaries,Cambridge Philosophical Anniversaries
498,l_espace_critique,L'espace critique,L'espace critique
499,routledge_handbooks_in_translation_and_interpreting_studies,Routledge Handbooks in Translation and Interpreting Studies,Routledge Handbooks in Translation and Interpreting Studies
500,biblioth_e_que_scientifique,Biblioth{\`e}que scientifique,Bibliothèque scientifique
501,princeton_foundations_of_contemporary_philosophy,Princeton Foundations of Contemporary Philosophy,Princeton Foundations of Contemporary Philosophy
502,libelles,Libelles,Libelles
503,studia_latina_stockolmiensa,Studia Latina Stockolmiensa,Studia Latina Stockolmiensa
504,history_of_logic,History of Logic,History of Logic
505,les_topos_eco_gestion,"Les topos, Eco gestion","Les topos, Eco gestion"
506,a_philosopher_looks_at,A Philosopher Looks At,A Philosopher Looks At
507,representation_and_mind,Representation and Mind,Representation and Mind
508,process_thought,Process Thought,Process Thought
509,suny_series_in_philosophy,SUNY series in philosophy,SUNY series in philosophy
510,humanit_e_s,Humanit{\'e}s,Humanités
511,sciences_humaines,Sciences humaines,Sciences humaines
512,variorum_collected_studies_series,Variorum Collected Studies Series,Variorum Collected Studies Series
513,cambridge_handbooks,Cambridge Handbooks,Cambridge Handbooks
514,grosse_denker,Grosse Denker,Grosse Denker
515,treffpunkt_philosophie,Treffpunkt Philosophie,Treffpunkt Philosophie
516,einf_u_hrungen,"Einf{\""u}hrungen",Einführungen
517,a_new_history_of_western_philosophy,A New History of Western Philosophy,A New History of Western Philosophy
518,aporia,Aporia,Aporia
519,biblioth_e_que_h_e_doniste,Biblioth{\'e}que h{\'e}doniste,Bibliothéque hédoniste
520,ouverture_philosophique,Ouverture philosophique,Ouverture philosophique
521,filosofie_analtiche_metafisica,Filosofie Analtiche -- Metafisica,Filosofie Analtiche – Metafisica
522,pluriel,Pluriel,Pluriel
523,recherches_linguistiques,Recherches Linguistiques,Recherches Linguistiques
524,corpus_latinum_comment_arist_graec,Corpus Latinum Comment.~Arist.~Graec.,Corpus Latinum Comment. Arist. Graec.
525,thinking_politics,Thinking Politics,Thinking Politics
526,scientific_perspectives_on_divine_action,Scientific Perspectives on Divine Action,Scientific Perspectives on Divine Action
527,les_rencontres_de_normale_sup,Les rencontres de Normale Sup',Les rencontres de Normale Sup'
528,springer_briefs_in_philosophy,Springer Briefs in Philosophy,Springer Briefs in Philosophy
529,science_histoire_et_soci_e_t_e,"Science, histoire et soci{\'e}t{\'e}","Science, histoire et société"
530,noth_american_kant_society_studies_in_philosophy,Noth American Kant Society Studies in Philosophy,Noth American Kant Society Studies in Philosophy
531,sources_and_studies_in_the_history_and_philosophy_of_classical_science,Sources and Studies in the History and Philosophy of Classical Science,Sources and Studies in the History and Philosophy of Classical Science
532,springer_series_in_language_and_communication,Springer Series in Language and Communication,Springer Series in Language and Communication
533,logique,Logique,Logique
534,babel_bleu,Babel bleu,Babel bleu
535,germod,Germod,Germod
536,m_e_mo,M{\'e}mo,Mémo
537,le_philosophe,Le Philosophe,Le Philosophe
538,asil_studies_in_international_legal_theory,ASIL Studies in International Legal Theory,ASIL Studies in International Legal Theory
539,woodbridge_lectures,Woodbridge Lectures,Woodbridge Lectures
540,lectiones_inaugurales,Lectiones Inaugurales,Lectiones Inaugurales
541,integrated_science,Integrated Science,Integrated Science
542,current_research_in_the_semantics_pragmatics_interface,Current Research in the Semantics / Pragmatics Interface,Current Research in the Semantics / Pragmatics Interface
543,bloomsbury_studies_in_philosophy_of_religion,Bloomsbury Studies in Philosophy of Religion,Bloomsbury Studies in Philosophy of Religion
544,princeton_studies_in_complexity,Princeton Studies in Complexity,Princeton Studies in Complexity
545,biblioth_e_que_litt_e_raire_de_la_renaissance,Biblioth{\'e}que litt{\'e}raire de la Renaissance,Bibliothéque littéraire de la Renaissance
546,vieweg_studium_aufbaukurs_mathematik,vieweg Studium -- Aufbaukurs Mathematik,vieweg Studium – Aufbaukurs Mathematik
547,s_a_mtliche_ver_o_ffentlichte_schriften,"S{\""a}mtliche ver{\""o}ffentlichte Schriften",Sämtliche veröffentlichte Schriften
548,routledge_handbooks,Routledge Handbooks,Routledge Handbooks
549,vienna_circle_institute_yearbook,Vienna Circle Institute Yearbook,Vienna Circle Institute Yearbook
550,colecci_o_n_metr_o_polis,Colecci{\'o}n Metr{\'o}polis,Colección Metrópolis
551,texts_in_applied_mathematics,Texts in Applied Mathematics,Texts in Applied Mathematics
552,dolciani_mathematical_expositions,Dolciani Mathematical Expositions,Dolciani Mathematical Expositions
553,logical_grammar_report,Logical Grammar Report,Logical Grammar Report
554,biblioth_e_que_scientifique_internationale,Biblioth{\`e}que scientifique internationale,Bibliothèque scientifique internationale
555,philosophy_and_realist_phenomenology,Philosophy and Realist Phenomenology,Philosophy and Realist Phenomenology
556,law_and_the_cognitive_sciences,Law and the Cognitive Sciences,Law and the Cognitive Sciences
557,philosophie_pr_e_sente,Philosophie pr{\'e}sente,Philosophie présente
558,universciences,UniverSciences,UniverSciences
559,analytical_metaphysics,Analytical Metaphysics,Analytical Metaphysics
560,les_dix_paroles,Les dix paroles,Les dix paroles
561,schriften_zur_wissenschaftlichen_weltauffassung,Schriften zur wissenschaftlichen Weltauffassung,Schriften zur wissenschaftlichen Weltauffassung
562,working_paper,Working Paper,Working Paper
563,opuscule_phi,Opuscule phi,Opuscule phi
565,ergebnisse_der_mathematik_und_ihrer_grenzgebiete,Ergebnisse der Mathematik und ihrer Grenzgebiete,Ergebnisse der Mathematik und ihrer Grenzgebiete
566,university_of_notre_dame_studies_in_religion,University of Notre Dame Studies in Religion,University of Notre Dame Studies in Religion
567,martinus_nijhoff_philosophy_library,Martinus Nijhoff Philosophy Library,Martinus Nijhoff Philosophy Library
568,aristoteles_werke_in_deutscher_u_bersetzung,"Aristoteles.~Werke in deutscher {\""U}bersetzung",Aristoteles. Werke in deutscher Übersetzung
569,northwestern_university_studies_in_phenomenology_and_existential_philosophy,Northwestern University Studies in Phenomenology and Existential Philosophy,Northwestern University Studies in Phenomenology and Existential Philosophy
570,transformations_studies_in_the_history_of_science_and_technology,Transformations: Studies in the History of Science and Technology,Transformations: Studies in the History of Science and Technology
571,trends_in_logic_studia_logica_library,Trends in Logic (Studia Logica Library),Trends in Logic (Studia Logica Library)
572,aux_marges_de_l_e_criture,Aux marges de l'{\'e}criture,Aux marges de l'écriture
573,ethique_au_quotidien,Ethique au quotidien,Ethique au quotidien
574,studies_in_theoretical_philosophy,Studies in Theoretical Philosophy,Studies in Theoretical Philosophy
575,philosophisches_jahrbuch,Philosophisches Jahrbuch,Philosophisches Jahrbuch
576,studies_of_argumentation_in_pragmatics_and_discourse_analysis,Studies of Argumentation in Pragmatics and Discourse Analysis,Studies of Argumentation in Pragmatics and Discourse Analysis
577,ontos_mathematical_logic,Ontos Mathematical Logic,Ontos Mathematical Logic
578,sefar,Sefar,Sefar
579,annals_of_the_new_york_academy_of_science,Annals of the New York Academy of Science,Annals of the New York Academy of Science
580,anthem_studies_in_wittgenstein,Anthem Studies in Wittgenstein,Anthem Studies in Wittgenstein
581,rostocker_studien_zur_kulturwissenschaft,Rostocker Studien zur Kulturwissenschaft,Rostocker Studien zur Kulturwissenschaft
582,current_issues_in_theoretical_philosophy,Current Issues in Theoretical Philosophy,Current Issues in Theoretical Philosophy
583,beitr_a_ge_zur_historik,"Beitr{\""a}ge zur Historik",Beiträge zur Historik
584,lassic_thinkers,lassic Thinkers,lassic Thinkers
585,begriff_und_konkretion,Begriff und Konkretion,Begriff und Konkretion
586,vienna_circle_institute_library,Vienna Circle Institute Library,Vienna Circle Institute Library
587,istituto_nazionale_di_studi_sul_rinascimento_atti_di_convegni,Istituto nazionale di studi sul Rinascimento.~Atti di convegni,Istituto nazionale di studi sul Rinascimento. Atti di convegni
588,meinong_studien,Meinong Studien,Meinong Studien
589,numanities_arts_and_humanities_in_progress,Numanities: Arts and Humanities in Progress,Numanities: Arts and Humanities in Progress
590,tradition_de_la_pens_e_e_classique,Tradition de la pens{\'e}e classique,Tradition de la pensée classique
591,biblioteca_di_storia_della_scienza,Biblioteca di storia della scienza,Biblioteca di storia della scienza
592,the_carus_mathematical_monographs,The Carus Mathematical Monographs,The Carus Mathematical Monographs
593,aristotelian_society_series,Aristotelian Society Series,Aristotelian Society Series
594,epist_e_mologie_et_philosophie_des_sciences,Epist{\'e}mologie et philosophie des sciences,Epistémologie et philosophie des sciences
595,optiques,Optiques,Optiques
596,cambridge_studies_in_religion_philosophy_and_society,"Cambridge Studies in Religion, Philosophy, and Society","Cambridge Studies in Religion, Philosophy, and Society"
597,iris_murdoch_today,Iris Murdoch Today,Iris Murdoch Today
598,collected_works_of_bernard_lonergan,Collected Works of Bernard Lonergan,Collected Works of Bernard Lonergan
599,logic_group_preprint_series,logic group preprint series,logic group preprint series
600,topics_in_medieval_philosophy,Topics in Medieval Philosophy,Topics in Medieval Philosophy
601,palgrave_handbooks_in_the_philosophy_of_law,Palgrave Handbooks in the Philosophy of Law,Palgrave Handbooks in the Philosophy of Law
602,pensamiento_cr_i_tico_pensamiento_ut_o_pico,"Pensamiento cr{\'{\i}}tico, Pensamiento ut{\'o}pico","Pensamiento crítico, Pensamiento utópico"
603,classiques_de_l_e_conomie_et_de_la_population_etudes_enqu_e_tes_historiques,Classiques de l'{\'e}conomie et de la population ; Etudes \& enqu{\^e}tes historiques,Classiques de l'économie et de la population ; Etudes & enquêtes historiques
604,filosofia_scienza,Filosofia/Scienza,Filosofia/Scienza
605,philosophie_en_cours,Philosophie en cours,Philosophie en cours
606,undergraduate_texts_in_mathematics,Undergraduate Texts in Mathematics,Undergraduate Texts in Mathematics
607,graduate_texts_in_mathematics,Graduate Texts in Mathematics,Graduate Texts in Mathematics
608,routledge_advances_in_the_history_of_philosophy,Routledge Advances in the History of Philosophy,Routledge Advances in the History of Philosophy
609,education_and_society_in_the_middle_ages_and_renaissance,Education and Society in the Middle Ages and Renaissance,Education and Society in the Middle Ages and Renaissance
610,novartis_foundation_symposium,Novartis Foundation Symposium,Novartis Foundation Symposium
611,weisse_reihe,Weisse Reihe,Weisse Reihe
612,oxford_logic_guides,Oxford Logic Guides,Oxford Logic Guides
613,art_et_artistes,Art et artistes,Art et artistes
614,histoire_de_la_pens_e_e,Histoire de la pens{\'e}e,Histoire de la pensée
615,the_international_library_of_ethics_law_and_technology,"The International Library of Ethics, Law and Technology","The International Library of Ethics, Law and Technology"
616,carnot,Carnot,Carnot
617,lecture_notes_in_artifical_intelligence,Lecture Notes in Artifical Intelligence,Lecture Notes in Artifical Intelligence
618,routledge_studies_in_the_philosophy_of_mathematics_and_physics,Routledge Studies in the Philosophy of Mathematics and Physics,Routledge Studies in the Philosophy of Mathematics and Physics
619,tranches_de_villes,Tranches de villes,Tranches de villes
620,biblioth_e_que_italienne,Biblioth{\'e}que italienne,Bibliothéque italienne
621,princeton_science_library_rev_2nd_ed_1953,"(Princeton Science Library), rev.~2nd ed.~1953","(Princeton Science Library), rev. 2nd ed. 1953"
622,champs_visuels,Champs visuels,Champs visuels
623,maison_d_e_crivain,Maison d'{\'e}crivain,Maison d'écrivain
624,schlick_studien,Schlick Studien,Schlick Studien
625,opuscula_et_textus_series_scholastica,Opuscula et textus.~Series scholastica,Opuscula et textus. Series scholastica
626,mathematical_science_research_institute,Mathematical Science Research Institute,Mathematical Science Research Institute
627,the_collected_works_of_f_a_hayek,The Collected Works of F.A.~Hayek,The Collected Works of F.A. Hayek
628,law_in_context,Law in Context,Law in Context
629,les_dix_huiti_e_mes_si_e_cles,Les Dix-huiti{\'e}mes si{\'e}cles,Les Dix-huitiémes siécles
630,georg_wilhelm_friedrich_hegel_s_werke_vollst_a_ndige_ausgabe_durch_einen_vereinvon_freunden_des_verewigten,"Georg Wilhelm Friedrich Hegel's Werke, vollst{\""a}ndige Ausgabe durch einen Vereinvon Freunden des Verewigten","Georg Wilhelm Friedrich Hegel's Werke, vollständige Ausgabe durch einen Vereinvon Freunden des Verewigten"
631,contemporary_philosophical_monographs,Contemporary Philosophical Monographs,Contemporary Philosophical Monographs
632,map_mentis_anthologien_philosophie,map -- mentis anthologien philosophie,map – mentis anthologien philosophie
633,perspektiven_der_analytischen_philosophie_perspectives_in_analytic_philosophy,Perspektiven der analytischen Philosophie / Perspectives in Analytic Philosophy,Perspektiven der analytischen Philosophie / Perspectives in Analytic Philosophy
634,delphica,Delphica,Delphica
635,oxford_world_classics,Oxford World Classics,Oxford World Classics
636,nouvelles_pistes,Nouvelles pistes,Nouvelles pistes
637,critical_assessments_of_leading_philosophers,Critical Assessments of Leading Philosophers,Critical Assessments of Leading Philosophers
638,saggi_critica,Saggi critica,Saggi critica
639,ratio_special_issues,Ratio Special Issues,Ratio Special Issues
640,collection_sciences_dans_l_histoire,Collection Sciences dans l'Histoire,Collection Sciences dans l'Histoire
641,biographies,Biographies,Biographies
642,abcdaire,ABCdaire,ABCdaire
643,approches_formelles_de_la_s_e_mantique_naturelle,Approches Formelles de la S{\'e}mantique Naturelle,Approches Formelles de la Sémantique Naturelle
644,schriften_und_briefe,Schriften und Briefe,Schriften und Briefe
646,the_senses_in_antiquity,The Senses in Antiquity,The Senses in Antiquity
647,point_sagesses,Point Sagesses,Point Sagesses
648,collection_de_l_ecole_fran_c_c_aise_de_rome,Collection de l'Ecole fran{\c{c}}aise de Rome,Collection de l'Ecole française de Rome
649,methodos,Methodos,Methodos
650,graduate_studies_in_mathematics,Graduate Studies in Mathematics,Graduate Studies in Mathematics
651,histoire_des_sciences,Histoire des sciences,Histoire des sciences
652,logique_science_et_philosophie_des_sciences,"Logique, science et philosophie des sciences","Logique, science et philosophie des sciences"
653,global_university_for_sustainability_book_series,Global University for Sustainability Book Series,Global University for Sustainability Book Series
654,history_of_mechanism_and_machine_science,History of Mechanism and Machine Science,History of Mechanism and Machine Science
655,paragon_issues_in_philosophy,Paragon Issues in Philosophy,Paragon Issues in Philosophy
656,textes_philosophiques_du_moyen_a_ge,Textes philosophiques du Moyen-{\^A}ge,Textes philosophiques du Moyen-Âge
657,anals_of_the_new_york_academy_of_sciences,Anals of the New York Academy of Sciences,Anals of the New York Academy of Sciences
658,addison_wesley_series_in_mathematics,Addison-Wesley series in mathematics,Addison-Wesley series in mathematics
659,international_series_of_monographs_on_physics,International Series of Monographs on Physics,International Series of Monographs on Physics
660,le_retour_des_philosophies_antiques_a_l_a_ge_classique,Le retour des philosophies antiques {\`a} l'{\^A}ge classique,Le retour des philosophies antiques à l'Âge classique
661,cambridge_studies_in_philosophy_and_public_policy,Cambridge Studies in Philosophy and Public Policy,Cambridge Studies in Philosophy and Public Policy
662,advances_in_experimental_philosophy,Advances in Experimental Philosophy,Advances in Experimental Philosophy
663,research_directions_in_cognitive_science_european_perspectives,Research Directions in Cognitive Science.~European Perspectives,Research Directions in Cognitive Science. European Perspectives
664,gesammelte_schriften,Gesammelte Schriften,Gesammelte Schriften
665,petite_biblioth_e_que_payot,Petite Biblioth{\`e}que Payot,Petite Bibliothèque Payot
666,sources_classiques,Sources classiques,Sources classiques
667,e_tudes_et_commentaires,{\'E}tudes et commentaires,Études et commentaires
668,linguistic_inquiry_monographs,Linguistic Inquiry Monographs,Linguistic Inquiry Monographs
669,biblioth_e_que_des_archives_de_philosophie_n_s,"Biblioth{\`e}que des archives de philosophie, N.S.","Bibliothèque des archives de philosophie, N.S."
670,collection_u,Collection U,Collection U
671,sisyphe,Sisyphe,Sisyphe
672,business_value_creation_and_society,"Business, Value Creation, and Society","Business, Value Creation, and Society"
673,ing_e_nium,Ing{\'e}nium,Ingénium
674,thema,Thema,Thema
675,studies_in_contemporary_philosophy,Studies in Contemporary Philosophy,Studies in Contemporary Philosophy
676,philosophy_of_engineering_and_technology,Philosophy of Engineering and Technology,Philosophy of Engineering and Technology
677,systematics_association_special_volume_series,Systematics Association Special Volume Series,Systematics Association Special Volume Series
678,initiation_philosophique,Initiation philosophique,Initiation philosophique
679,scienze_filosofiche,Scienze filosofiche,Scienze filosofiche
680,nordic_wittgenstein_studies,Nordic Wittgenstein Studies,Nordic Wittgenstein Studies
681,le_temps_des_images,Le temps des images,Le temps des images
682,feminist_philosophy_collection,Feminist Philosophy Collection,Feminist Philosophy Collection
683,heythrop_studies_in_contemporary_philosophy_religion_and_theology,"Heythrop Studies in Contemporary Philosophy, Religion and Theology","Heythrop Studies in Contemporary Philosophy, Religion and Theology"
684,m_u_nstersche_vorlesungen_zur_philosophie,"M{\""u}nstersche Vorlesungen zur Philosophie",Münstersche Vorlesungen zur Philosophie
685,philosophical_theory,Philosophical Theory,Philosophical Theory
686,oxford_studies_in_analytic_theology,Oxford Studies in Analytic Theology,Oxford Studies in Analytic Theology
687,european_studies_in_process_thought,European Studies in Process Thought,European Studies in Process Thought
688,suny_series_in_logic_and_language,SUNY series in Logic and Language,SUNY series in Logic and Language
689,history_of_science_and_medicine_library_medieval_and_early_modern_science,History of Science and Medicine Library; Medieval and Early Modern Science,History of Science and Medicine Library; Medieval and Early Modern Science
690,lumi_e_re_classique,Lumi{\'e}re classique,Lumiére classique
691,deutsches_jahrbuch_philosophie,Deutsches Jahrbuch Philosophie,Deutsches Jahrbuch Philosophie
692,publications_du_centre_universitaire,Publications du Centre Universitaire,Publications du Centre Universitaire
693,pragmatics_beyond_new_series,"Pragmatics \& Beyond, New Series","Pragmatics & Beyond, New Series"
694,schriften_zur_phonetik_sprachwissenschaft_und_kommunikationsforschung_vol_3,"Schriften zur Phonetik, Sprachwissenschaft und Kommunikationsforschung, vol.~3","Schriften zur Phonetik, Sprachwissenschaft und Kommunikationsforschung, vol. 3"
695,suny_series_in_latin_american_and_iberian_thought_and_culture,SUNY Series in Latin American and Iberian Thought and Culture,SUNY Series in Latin American and Iberian Thought and Culture
696,san_francisco_state_university_series_in_philosophy,San Francisco State University Series in Philosophy,San Francisco State University Series in Philosophy
697,advances_in_consciousness_research,Advances in Consciousness Research,Advances in Consciousness Research
698,military_and_humanitarian_health_ethics,Military and Humanitarian Health Ethics,Military and Humanitarian Health Ethics
699,advances_in_psychology,Advances in Psychology,Advances in Psychology
700,z_u_rcher_arbeiten_zur_philosophie,"Z{\""u}rcher Arbeiten zur Philosophie",Zürcher Arbeiten zur Philosophie
701,bochumer_studien_zur_philosophie,Bochumer Studien zur Philosophie,Bochumer Studien zur Philosophie
702,archives_internationales_d_histoire_des_id_e_es_international_archives_of_the_history_of_ideas,Archives Internationales d'Histoire des Id{\'e}es / International Archives of the History of Ideas,Archives Internationales d'Histoire des Idées / International Archives of the History of Ideas
703,morari,Morari,Morari
704,quaestiones_disputatae,Quaestiones Disputatae,Quaestiones Disputatae
705,polemos,Polemos,Polemos
706,lessico_intellettuale_europeo_opuscola,Lessico intellettuale europeo.~Opuscola,Lessico intellettuale europeo. Opuscola
707,cambridge_bioethics_and_law,Cambridge Bioethics and Law,Cambridge Bioethics and Law
708,ellipses,Ellipses,Ellipses
709,the_cambridge_history_of_political_thought,The Cambridge History of Political Thought,The Cambridge History of Political Thought
710,the_virtues,The Virtues,The Virtues
711,cambridge_introductions_to_the_english_language,Cambridge Introductions to the English Language,Cambridge Introductions to the English Language
712,de_nouvelles_possibilit_e_s_d_existence,De nouvelles possibilit{\'e}s d'existence,De nouvelles possibilités d'existence
713,eide_foundations_of_ontology,EIDE -- Foundations of Ontology,EIDE – Foundations of Ontology
714,cahiers_libres,Cahiers libres,Cahiers libres
715,studien_und_materialien_zur_geschichte_der_philosophie,Studien und Materialien zur Geschichte der Philosophie,Studien und Materialien zur Geschichte der Philosophie
716,woodhead_publishing_series_in_textiles,Woodhead Publishing Series in Textiles,Woodhead Publishing Series in Textiles
717,springerbriefs_in_history_of_science_and_technology,SpringerBriefs in History of Science and Technology,SpringerBriefs in History of Science and Technology
718,tir_e_a_part,Tir{\'e} {\`a} part,Tiré à part
719,edinburgh_leventis_studies,Edinburgh Leventis Studies,Edinburgh Leventis Studies
720,biblioth_e_que_des_textes_philosophiques,Biblioth{\`e}que des textes philosophiques,Bibliothèque des textes philosophiques
721,african_american_literature_in_transition,African American Literature in Transition,African American Literature in Transition
722,rote_reihe,Rote Reihe,Rote Reihe
723,pens_e_e_religieuse_et_philosophique_arabe,Pens{\'e}e religieuse et philosophique arabe,Pensée religieuse et philosophique arabe
724,librairie_europ_e_enne_des_id_e_es,Librairie europ{\'e}enne des id{\'e}es,Librairie européenne des idées
725,biblioteca_di_galil_ae_ana,Biblioteca di Galil{\ae}ana,Biblioteca di Galilæana
726,probleme_und_resultate_der_wissenschaftstheorie_und_analytischen_philosophie,Probleme und Resultate der Wissenschaftstheorie und Analytischen Philosophie,Probleme und Resultate der Wissenschaftstheorie und Analytischen Philosophie
727,th_e_ologies,Th{\'e}ologies,Théologies
728,point_hors_ligne,Point hors ligne,Point hors ligne
729,cambridge_intellectual_property_and_information_law,Cambridge Intellectual Property and Information Law,Cambridge Intellectual Property and Information Law
730,christian_wolff_gesammelte_werke_materialien_dokumente,Christian Wolff.~Gesammelte Werke -- Materialien -- Dokumente,Christian Wolff. Gesammelte Werke – Materialien – Dokumente
731,great_debates_in_philosophy,Great Debates in Philosophy,Great Debates in Philosophy
732,ouvertures,Ouvertures,Ouvertures
733,figures_du_savoir,Figures du savoir,Figures du savoir
734,hamburger_mathematische_einzelschriften,Hamburger Mathematische Einzelschriften,Hamburger Mathematische Einzelschriften
735,beck_sche_reihe_denker,Beck'sche Reihe Denker,Beck'sche Reihe Denker
736,essais_cl_e_s,Essais cl{\'e}s,Essais clés
737,entretiens,Entretiens,Entretiens
738,harvester_readings_in_the_history_of_science_and_philosophy,Harvester Readings in the History of Science and Philosophy,Harvester Readings in the History of Science and Philosophy
739,travaux_philosophiques,Travaux philosophiques,Travaux philosophiques
740,histoire,Histoire,Histoire
741,perspectives_in_logic,Perspectives in Logic,Perspectives in Logic
742,vocation_philosophe,Vocation philosophe,Vocation philosophe
743,issues_in_business_ethics,Issues in Business Ethics,Issues in Business Ethics
744,humanities_series,humanities series,humanities series
745,biblioteca_di_nuncius_studi_e_testi,Biblioteca di Nuncius.~Studi e Testi,Biblioteca di Nuncius. Studi e Testi
746,california_studies_in_the_history_of_science,California Studies in the History of Science,California Studies in the History of Science
747,psyche_miniatures_general_series,"Psyche Miniatures, General Series","Psyche Miniatures, General Series"
748,corpus_philosophorum_teutonicorum_medii_aevi,Corpus Philosophorum Teutonicorum Medii Aevi,Corpus Philosophorum Teutonicorum Medii Aevi
749,filosof_i_a_hoy,Filosof{\'{\i}}a hoy,Filosofía hoy
750,cambridge_studies_in_philosophy_and_law,Cambridge Studies in Philosophy and Law,Cambridge Studies in Philosophy and Law
751,probleme_der_philosophie,Probleme der Philosophie,Probleme der Philosophie
752,philosophische_forschung_philosophical_research,Philosophische Forschung / Philosophical Research,Philosophische Forschung / Philosophical Research
753,istituto_nazionale_di_studi_sul_rinascimento_quaderni_di_rinascimento,"Istituto nazionale di studi sul Rinascimento.~Quaderni di ``Rinascimento''\,",Istituto nazionale di studi sul Rinascimento. Quaderni di “Rinascimento”
754,london_mathematical_society_student_texts,London Mathematical Society Student Texts,London Mathematical Society Student Texts
755,argumentation_library,Argumentation Library,Argumentation Library
756,cambridge_companions_to_the_ancient_world,Cambridge Companions to the Ancient World,Cambridge Companions to the Ancient World
757,colecci_o_n_universitas,"Colecci{\'o}n ``universitas''\,",Colección “universitas”
758,musiliana,Musiliana,Musiliana
760,oxford_studies_in_typology_and_linguistic_theory,Oxford Studies in Typology and Linguistic Theory,Oxford Studies in Typology and Linguistic Theory
761,investigating_medieval_philosophy,Investigating Medieval Philosophy,Investigating Medieval Philosophy
762,a_history_of_greek_philosophy,A History of Greek Philosophy,A History of Greek Philosophy
763,sovietica,Sovietica,Sovietica
764,anticipation_science,Anticipation Science,Anticipation Science
765,philosophers_and_their_critics,Philosophers and Their Critics,Philosophers and Their Critics
766,regensburger_studien_zur_theologie,Regensburger Studien zur Theologie,Regensburger Studien zur Theologie
