id,series_key,name_latex,name_unicode
1668,international_series_in_computer_science,international series in computer science,international series in computer science
1669,histoire_ancienne_et_m_e_di_e_vale,Histoire ancienne et m{\'e}di{\'e}vale,Histoire ancienne et médiévale
1670,frankfurter_beitrge_zur_geschichte_theorie_und_ethik_der_medizin,"Frankfurter Beitrge zur Geschichte, Theorie und Ethik der Medizin","Frankfurter Beitrge zur Geschichte, Theorie und Ethik der Medizin"
1671,palgrave_philosophy_today,Palgrave Philosophy Today,Palgrave Philosophy Today
1672,marx_engels_and_marxisms,"Marx, Engels, and Marxisms","Marx, Engels, and Marxisms"
1673,einstein_studies,Einstein Studies,Einstein Studies
1674,psychologie_d_aujourd_hui,Psychologie d'aujourd'hui,Psychologie d'aujourd'hui
1675,traits_et_portraits,Traits et portraits,Traits et portraits
1676,questions_ouvertes,Questions ouvertes,Questions ouvertes
1677,university_of_california_publications_in_philosophy,University of California Publications in Philosophy.,University of California Publications in Philosophy.
1678,orientalia_lovaniensia_analecta,Orientalia Lovaniensia Analecta,Orientalia Lovaniensia Analecta
1679,cambridge_introductions_to_philosophy,Cambridge Introductions to Philosophy,Cambridge Introductions to Philosophy
1680,subsidia_mediaevalia_patavina,Subsidia mediaevalia patavina,Subsidia mediaevalia patavina
1681,beitr_a_ge_zur_praxeologie_contributions_to_praxeology,"Beitr{\""a}ge zur Praxeologie / Contributions to Praxeology",Beiträge zur Praxeologie / Contributions to Praxeology
1682,texts_and_studies_in_religion,Texts and Studies in Religion,Texts and Studies in Religion
1683,history_and_philosophy_of_biology,History and Philosophy of Biology,History and Philosophy of Biology
1684,problems_in_contemporary_philosophy,Problems in Contemporary Philosophy,Problems in Contemporary Philosophy
1685,l_esprit_e_conomique,L'esprit {\'e}conomique,L'esprit économique
1686,schaum_s_outline_series,schaum's outline series,schaum's outline series
1687,gesamtausgabe_ii_abteilung_vorlesungen_1919_1944_fr_u_he_freiburger_vorlesungen_1919_1923,"Gesamtausgabe; II.~Abteilung: Vorlesungen 1919--1944, Fr{\""u}he Freiburger Vorlesungen 1919--1923","Gesamtausgabe; II. Abteilung: Vorlesungen 1919–1944, Frühe Freiburger Vorlesungen 1919–1923"
1688,la_philosophie_en_effet,La philosophie en effet,La philosophie en effet
1689,london_studies_in_the_history_of_philosophy,London Studies in the History of Philosophy,London Studies in the History of Philosophy
1690,key_texts_classic_studies_in_the_history_of_ideas,Key Texts.~Classic Studies in the History of Ideas,Key Texts. Classic Studies in the History of Ideas
1691,pause_philo,Pause Philo,Pause Philo
1692,routledge_contemporary_introductions_to_philosophy,Routledge Contemporary Introductions to Philosophy,Routledge Contemporary Introductions to Philosophy
1693,eredit_a_medievale,Eredit{\`a} Medievale,Eredità Medievale
1694,proceedings_of_symposia_in_applied_mathematics,Proceedings of Symposia in Applied Mathematics,Proceedings of Symposia in Applied Mathematics
1695,collection_et,Collection Et,Collection Et
1696,new_studies_in_practical_philosophy,New Studies in Practical Philosophy,New Studies in Practical Philosophy
1698,gesamtausgabe_ii_abteilung_vorlesungen_1919_1944_freiburger_vorlesungen_1928_1944,"Gesamtausgabe; II.~Abteilung: Vorlesungen 1919--1944, Freiburger Vorlesungen 1928--1944","Gesamtausgabe; II. Abteilung: Vorlesungen 1919–1944, Freiburger Vorlesungen 1928–1944"
1699,beitr_a_ge_zur_geschichte_der_philosophie_und_theologie_des_mittelalters_neue_folge,"Beitr{\""a}ge zur Geschichte der Philosophie und Theologie des Mittelalters, Neue Folge","Beiträge zur Geschichte der Philosophie und Theologie des Mittelalters, Neue Folge"
1700,linguistics_the_cambridge_survey,Linguistics: The Cambridge Survey,Linguistics: The Cambridge Survey
1701,manifeste,Manifeste,Manifeste
1702,zur_einf_u_hrung,"Zur Einf{\""u}hrung",Zur Einführung
1703,le_bien_commun,Le bien commun,Le bien commun
1704,world_philosophy_series,World Philosophy Series,World Philosophy Series
1705,la_palabre,La palabre,La palabre
1706,cambridge_studies_in_literature_and_philosophy,Cambridge Studies in Literature and Philosophy,Cambridge Studies in Literature and Philosophy
1707,publications_of_the_austrian_ludwig_wittgenstein_society_new_series,Publications of the Austrian Ludwig Wittgenstein Society (new series),Publications of the Austrian Ludwig Wittgenstein Society (new series)
1708,continuum_studies_in_british_philosophy,Continuum Studies in British Philosophy,Continuum Studies in British Philosophy
1709,architecture,Architecture,Architecture
1710,tutorials_schools_and_workshops_in_the_mathematical_sciences,"Tutorials, Schools, and Workshops in the Mathematical Sciences","Tutorials, Schools, and Workshops in the Mathematical Sciences"
1711,champs_universit_e_sciences,Champs Universit{\'e} ; Sciences,Champs Université ; Sciences
1712,sagesse_a_vivre,Sagesse {\`a} vivre,Sagesse à vivre
1713,cambridge_companions_to_law,Cambridge Companions to Law,Cambridge Companions to Law
1714,mind_and_brain_perspectives_in_theoretical_psychology_and_the_philosophy_of_mind,Mind and Brain -- Perspectives in Theoretical Psychology and the Philosophy of Mind,Mind and Brain – Perspectives in Theoretical Psychology and the Philosophy of Mind
1715,histoire_e_conomique_et_financi_e_re_de_la_france_etudes_g_e_n_e_rales,Histoire {\'e}conomique et financi{\'e}re de la France ; Etudes g{\'e}n{\'e}rales,Histoire économique et financiére de la France ; Etudes générales
1716,verhandelingen_der_koninklijke_nederlandse_akademie_van_wetenschappen_afd_letterkunde_nieuwe_reeks,"Verhandelingen der Koninklijke Nederlandse Akademie van Wetenschappen, Afd.~Letterkunde; Nieuwe Reeks","Verhandelingen der Koninklijke Nederlandse Akademie van Wetenschappen, Afd. Letterkunde; Nieuwe Reeks"
1717,central_problems_of_philosophy,Central Problems of Philosophy,Central Problems of Philosophy
1718,acta_universitatis_stockholmensis_stockholm_studies_in_philosophy,Acta Universitatis Stockholmensis.~Stockholm Studies in Philosophy,Acta Universitatis Stockholmensis. Stockholm Studies in Philosophy
1719,the_british_society_for_the_philosophy_of_religion_series,The British Society for the Philosophy of Religion series,The British Society for the Philosophy of Religion series
1720,current_issues_in_theology,Current Issues in Theology,Current Issues in Theology
1721,faire_le_point,Faire le point,Faire le point
1722,cornell_studies_in_classical_philology,Cornell Studies in Classical Philology,Cornell Studies in Classical Philology
1723,texte_philosophie,Texte Philosophie,Texte Philosophie
1724,collegium_metaphysicum,Collegium Metaphysicum,Collegium Metaphysicum
1725,husserliana_materialienband_husm,Husserliana.~Materialienband [HUSM],Husserliana. Materialienband [HUSM]
1726,primary_sources_in_phenomenology_franz_brentano_studies,Primary Sources in Phenomenology.~Franz Brentano Studies,Primary Sources in Phenomenology. Franz Brentano Studies
1727,chicago_lectures_in_physics,Chicago Lectures in Physics,Chicago Lectures in Physics
1728,research_in_text_theory,Research in Text Theory,Research in Text Theory
1729,publication_de_l_institut_romand_des_sciences_bibliques,Publication de l'Institut romand des sciences bibliques,Publication de l'Institut romand des sciences bibliques
1730,meinong_studies_meinong_studien,Meinong Studies / Meinong Studien,Meinong Studies / Meinong Studien
1731,studies_in_logic_grammar_and_rhetoric,"Studies in Logic, Grammar and Rhetoric","Studies in Logic, Grammar and Rhetoric"
1732,the_blackwell_brown_lectures_in_philosophy,The Blackwell / Brown Lectures in Philosophy,The Blackwell / Brown Lectures in Philosophy
1733,phenomenology_mind,Phenomenology \& Mind,Phenomenology & Mind
1734,m_e_thodes,M{\'e}thodes,Méthodes
1735,blackwell_philosophy_guides,Blackwell Philosophy Guides,Blackwell Philosophy Guides
1736,aufkl_a_rung,"Aufkl{\""a}rung",Aufklärung
1737,new_horizons_in_institutional_and_evolutionary_economics,New Horizons in Institutional and Evolutionary Economics,New Horizons in Institutional and Evolutionary Economics
1738,the_cambridge_edition_of_the_works_of_immanuel_kant,The Cambridge Edition of the Works of Immanuel Kant,The Cambridge Edition of the Works of Immanuel Kant
1739,litt_e_rature_e_trang_e_re,Litt{\'e}rature {\'e}trang{\`e}re,Littérature étrangère
1740,the_philosophy_of_science_in_a_european_perspective,The Philosophy of Science in a European Perspective,The Philosophy of Science in a European Perspective
1741,studies_in_phenomenology_and_existential_philosophy,Studies in Phenomenology and Existential Philosophy,Studies in Phenomenology and Existential Philosophy
1742,life_and_mind_philosophical_issues_in_biology_and_psychology,Life and Mind: Philosophical Issues in Biology and Psychology,Life and Mind: Philosophical Issues in Biology and Psychology
1743,le_temps_d_une_question,Le temps d'une question,Le temps d'une question
1744,swiss_human_rights_book,Swiss Human Rights Book,Swiss Human Rights Book
1745,blackwell_philosopher_dictionaries,Blackwell Philosopher Dictionaries,Blackwell Philosopher Dictionaries
1746,collected_works_of_john_stuart_mill,Collected Works of John Stuart Mill,Collected Works of John Stuart Mill
1747,symposion,Symposion,Symposion
1748,le_livre_de_poche_r_e_f_e_rences,Le livre de poche ; R{\'e}f{\'e}rences,Le livre de poche ; Références
1749,biblioth_e_que_d_histoire_culturelle_du_moyen_a_ge,Biblioth{\`e}que d'Histoire Culturelle du Moyen {\^A}ge,Bibliothèque d'Histoire Culturelle du Moyen Âge
1750,studien_und_texte_zur_geistesgeschichte_des_mittelalters,Studien und Texte zur Geistesgeschichte des Mittelalters,Studien und Texte zur Geistesgeschichte des Mittelalters
1751,library_of_public_policy_and_public_administration,Library of Public Policy and Public Administration,Library of Public Policy and Public Administration
1754,historiques,Historiques,Historiques
1755,library_of_living_catholic_thought,Library of Living Catholic Thought,Library of Living Catholic Thought
1756,wege_der_forschung,Wege der Forschung,Wege der Forschung
1757,philosophical_studies_series,Philosophical Studies Series,Philosophical Studies Series
1758,savoirs_et_syst_e_mes_de_pens_e_e_opuscules_phi,Savoirs et syst{\'e}mes de pens{\'e}e ; Opuscules Phi,Savoirs et systémes de pensée ; Opuscules Phi
1759,poches_de_r_e_sistance,Poches de r{\'e}sistance,Poches de résistance
1760,the_international_research_library_in_philosophy,The International Research Library in Philosophy,The International Research Library in Philosophy
1761,history_of_science_and_medicine_library,History of Science and Medicine Library,History of Science and Medicine Library
1762,palgrave_studies_in_the_theory_and_history_of_psychology,Palgrave Studies in the Theory and History of Psychology,Palgrave Studies in the Theory and History of Psychology
1763,religion_in_philosophy_and_theology,Religion in Philosophy and Theology,Religion in Philosophy and Theology
1764,avebury_series_in_philosophy,Avebury Series in Philosophy,Avebury Series in Philosophy
1765,studien_zur_philosophie_des_18_jahrhunderts,Studien zur Philosophie des 18.~Jahrhunderts,Studien zur Philosophie des 18. Jahrhunderts
1766,studies_in_analytic_philosophy,Studies in Analytic Philosophy,Studies in Analytic Philosophy
1767,canto,Canto,Canto
1768,centro_di_studi_filosofici_di_gallarate_convegno,Centro di studi filosofici di Gallarate.~Convegno,Centro di studi filosofici di Gallarate. Convegno
1769,exploring_the_philosophy_of_religion,Exploring the Philosophy of Religion,Exploring the Philosophy of Religion
1770,talking_philosophy,Talking Philosophy,Talking Philosophy
1771,new_studies_in_the_history_and_philosophy_of_science_and_technology_archimedes,New Studies in the History and Philosophy of Science and Technology -- Archimedes,New Studies in the History and Philosophy of Science and Technology – Archimedes
1772,ethical_economy_studies_in_economic_ethics_and_philosophy,Ethical Economy.~Studies in Economic Ethics and Philosophy,Ethical Economy. Studies in Economic Ethics and Philosophy
1773,sitzungsberichte_der_jenaischen_gesellschaft_f_u_r_medizin_und_naturwissenschaft_f_u_das_jahr_1885,"Sitzungsberichte der Jenaischen Gesellschaft f{\""u}r Medizin und Naturwissenschaft f{\""u} das Jahr 1885",Sitzungsberichte der Jenaischen Gesellschaft für Medizin und Naturwissenschaft fü das Jahr 1885
1774,the_german_philosophical_tradition,The German Philosophical Tradition,The German Philosophical Tradition
1775,studia_philosophica_turkuensia,Studia philosophica Turkuensia,Studia philosophica Turkuensia
1776,instinct_de_libert_e,Instinct de libert{\'e},Instinct de liberté
1777,history_of_mathematics,History of Mathematics,History of Mathematics
1778,textes_cl_e_s,Textes cl{\'e}s,Textes clés
1779,analytica_investigations_in_logic_ontology_and_the_philosophy_of_language,"Analytica: Investigations in Logic, Ontology, and the Philosophy of Language","Analytica: Investigations in Logic, Ontology, and the Philosophy of Language"
1780,profil_d_un_oeuvre,Profil d'un oeuvre,Profil d'un oeuvre
1781,lodz_studies_in_language,Lodz Studies in Language,Lodz Studies in Language
1782,berne_studies_in_the_history_and_philosophy_of_science_educational_materials,Berne Studies in the History and Philosophy of Science - Educational Materials,Berne Studies in the History and Philosophy of Science - Educational Materials
1783,critical_essays_on_the_classics,Critical Essays on the Classics,Critical Essays on the Classics
1784,prisme,Prisme,Prisme
1785,nrf_essais,NRF Essais,NRF Essais
1786,sagesse_et_cultures,Sagesse et cultures,Sagesse et cultures
1787,lessico_intellettuale_europeo,Lessico intellettuale europeo,Lessico intellettuale europeo
1788,poches_odile_jacob,Poches Odile Jacob,Poches Odile Jacob
1789,grundlagen_der_kommunikation_und_kognition,Grundlagen der Kommunikation und Kognition,Grundlagen der Kommunikation und Kognition
1790,histoire_des_id_e_es_et_des_doctrines,Histoire des id{\'e}es et des doctrines,Histoire des idées et des doctrines
1791,mediaeval_sources_in_translation,Mediaeval Sources in Translation,Mediaeval Sources in Translation
1792,synthese_library,Synthese Library,Synthese Library
1793,philosophes_m_e_di_e_vaux,Philosophes m{\'e}di{\'e}vaux,Philosophes médiévaux
1794,cornell_studies_in_classical_philology_the_townsend_lectures,"Cornell Studies in Classical Philology, the Townsend Lectures","Cornell Studies in Classical Philology, the Townsend Lectures"
1795,digital_ethics_lab_yearbook,Digital Ethics Lab Yearbook,Digital Ethics Lab Yearbook
1796,brief_histories_of_philosophy,Brief Histories of Philosophy,Brief Histories of Philosophy
1797,cambridge_philosophy_classics,Cambridge Philosophy Classics,Cambridge Philosophy Classics
1798,ad_valorem,Ad valorem,Ad valorem
1800,communication_et_civilisation,Communication et civilisation,Communication et civilisation
1801,routledge_studies_in_the_philosophy_of_science,Routledge Studies in the Philosophy of Science,Routledge Studies in the Philosophy of Science
1802,de_gruyter_series_in_logic_and_its_applications,de Gruyter Series in Logic and Its Applications,de Gruyter Series in Logic and Its Applications
